set	KO	definition	foreground_with_KO	foreground_total	background_with_KO	background_total	oddsratio	pvalue	padj
conserved_down	K17836	beta-lactamase class A [EC:3.5.2.6]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K18889	ATP-binding cassette, subfamily B, multidrug efflux pump	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K18890	ATP-binding cassette, subfamily B, multidrug efflux pump	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19418	membrane protein EpsK	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19419	transmembrane protein EpsG	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19421	polysaccharide biosynthesis protein EpsC	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19422	glycosyltransferase EpsD [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19423	glycosyltransferase EpsE [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19424	glycosyltransferase EpsF [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19425	glycosyltransferase EpsH [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19426	pyruvyl transferase EpsI [EC:2.-.-.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19427	glycosyltransferase EpsJ [EC:2.4.-.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19428	sugar transferase EpsL [EC:2.-.-.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19429	acetyltransferase EpsM [EC:2.3.1.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19430	pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19431	pyruvyl transferase EpsO [EC:2.-.-.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19433	TasA anchoring/assembly protein	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K19689	aminopeptidase [EC:3.4.11.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K20608	tetrahedral aminopeptidase [EC:3.4.11.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K21466	penicillin-binding protein H	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K21467	penicillin-binding protein 3	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K22580	teichoic acid D-alanine hydrolase [EC:3.1.1.103]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K23060	arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K24300	UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K24948	antimicrobial peptide resistance transport system permease protein	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K24949	antimicrobial peptide resistance transport system ATP-binding protein [EC:7.6.2.-]	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K24950	membrane fusion protein, antimicrobial resistance system	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K24951	membrane protein, antimicrobial resistance system	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K26248	repressor Rok	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K28762	MFS transporter, niacin uptake porter	1	176	1	2017	inf	0.0872583044124938	0.11295766804083102
conserved_down	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K01261	glutamyl aminopeptidase [EC:3.4.11.7]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K02026	multiple sugar transport system permease protein	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K02029	polar amino acid transport system permease protein	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K02030	polar amino acid transport system substrate-binding protein	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K02784	phosphocarrier protein HPr	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K02804	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K02954	small subunit ribosomal protein S14	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K03118	sec-independent protein translocase protein TatC	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K03367	D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K03547	DNA repair protein SbcD/Mre11	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K04749	anti-sigma B factor antagonist	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K04757	serine/threonine-protein kinase RsbW [EC:2.7.11.1]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K06113	arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K06314	prespore-specific regulator	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K06345	spore cortex protein	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K07284	sortase A [EC:3.4.22.70]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K07979	GntR family transcriptional regulator	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K08602	oligoendopeptidase F [EC:3.4.24.-]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
